LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,SYSTEM_NAME,SCHOOL_NAME,FULL_SCHOOL_ID,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,OUTOFFIELD_FTE,OUTOFFIELD_FTE_PCT
2017-18,BULLOCH COUNTY,MATTIE LIVELY ELEMENTARY SCHOOL,BULLOCH COUNTY,MATTIE LIVELY ELEMENTARY SCHOOL,6165050.0,Teachers,Total,41.5,1.9,5
2017-18,BULLOCH COUNTY,MILL CREEK ELEMENTARY SCHOOL,BULLOCH COUNTY,MILL CREEK ELEMENTARY SCHOOL,6160100.0,Teachers,Total,47.0,3.0,6
2017-18,BULLOCH COUNTY,NEVILS ELEMENTARY SCHOOL,BULLOCH COUNTY,NEVILS ELEMENTARY SCHOOL,6160107.0,Teachers,Total,34.5,4.3,12
2017-18,BULLOCH COUNTY,PORTAL ELEMENTARY SCHOOL,BULLOCH COUNTY,PORTAL ELEMENTARY SCHOOL,6160399.0,Teachers,Total,33.1,3.0,9
2017-18,BULLOCH COUNTY,PORTAL MIDDLE/HIGH SCHOOL,BULLOCH COUNTY,PORTAL MIDDLE/HIGH SCHOOL,6164052.0,Teachers,Total,39.4,5.0,13
2017-18,BULLOCH COUNTY,SALLIE ZETTEROWER ELEMENTARY SCHOOL,BULLOCH COUNTY,SALLIE ZETTEROWER ELEMENTARY SCHOOL,6165054.0,Teachers,Total,53.0,4.1,8
2017-18,BULLOCH COUNTY,SOUTHEAST BULLOCH HIGH SCHOOL,BULLOCH COUNTY,SOUTHEAST BULLOCH HIGH SCHOOL,6160203.0,Teachers,Low Poverty,68.1,8.6,13
2017-18,BULLOCH COUNTY,SOUTHEAST BULLOCH HIGH SCHOOL,BULLOCH COUNTY,SOUTHEAST BULLOCH HIGH SCHOOL,6160203.0,Teachers,Total,68.1,8.6,13
2017-18,BULLOCH COUNTY,SOUTHEAST BULLOCH MIDDLE SCHOOL,BULLOCH COUNTY,SOUTHEAST BULLOCH MIDDLE SCHOOL,6160300.0,Teachers,Total,51.5,9.1,18
2017-18,BULLOCH COUNTY,STATESBORO HIGH SCHOOL,BULLOCH COUNTY,STATESBORO HIGH SCHOOL,6162054.0,Teachers,Total,120.9,23.9,20
2017-18,BULLOCH COUNTY,STILSON ELEMENTARY SCHOOL,BULLOCH COUNTY,STILSON ELEMENTARY SCHOOL,6163054.0,Teachers,Total,31.4,2.0,6
2017-18,BULLOCH COUNTY,WILLIAM JAMES MIDDLE SCHOOL,BULLOCH COUNTY,WILLIAM JAMES MIDDLE SCHOOL,6160198.0,Teachers,Total,52.3,10.2,19
2017-18,BURKE COUNTY,BLAKENEY ELEMENTARY,BURKE COUNTY,BLAKENEY ELEMENTARY,6170104.0,Teachers,High Poverty,56.0,1.7,3
2017-18,BURKE COUNTY,BLAKENEY ELEMENTARY,BURKE COUNTY,BLAKENEY ELEMENTARY,6170104.0,Teachers,Total,56.0,1.7,3
2017-18,BURKE COUNTY,BURKE COUNTY HIGH SCHOOL,BURKE COUNTY,BURKE COUNTY HIGH SCHOOL,6170288.0,Teachers,High Poverty,90.7,4.7,5
2017-18,BURKE COUNTY,BURKE COUNTY HIGH SCHOOL,BURKE COUNTY,BURKE COUNTY HIGH SCHOOL,6170288.0,Teachers,Total,90.7,4.7,5
2017-18,BURKE COUNTY,BURKE COUNTY MIDDLE SCHOOL,BURKE COUNTY,BURKE COUNTY MIDDLE SCHOOL,6170188.0,Teachers,High Poverty,76.4,6.9,9
2017-18,BURKE COUNTY,BURKE COUNTY MIDDLE SCHOOL,BURKE COUNTY,BURKE COUNTY MIDDLE SCHOOL,6170188.0,Teachers,Total,76.4,6.9,9
2017-18,BURKE COUNTY,S G A ELEMENTARY SCHOOL,BURKE COUNTY,S G A ELEMENTARY SCHOOL,6170196.0,Teachers,High Poverty,23.5,0.0,0
2017-18,BURKE COUNTY,S G A ELEMENTARY SCHOOL,BURKE COUNTY,S G A ELEMENTARY SCHOOL,6170196.0,Teachers,Total,23.5,0.0,0
2017-18,BURKE COUNTY,WAYNESBORO PRIMARY SCHOOL,BURKE COUNTY,WAYNESBORO PRIMARY SCHOOL,6172056.0,Teachers,High Poverty,80.0,1.7,2
2017-18,BURKE COUNTY,WAYNESBORO PRIMARY SCHOOL,BURKE COUNTY,WAYNESBORO PRIMARY SCHOOL,6172056.0,Teachers,Total,80.0,1.7,2
2017-18,BUTTS COUNTY,HAMPTON L. DAUGHTRY ELEMENTARY SCHOOL,BUTTS COUNTY,HAMPTON L. DAUGHTRY ELEMENTARY SCHOOL,6180104.0,Teachers,Total,42.6,2.7,6
2017-18,BUTTS COUNTY,HENDERSON MIDDLE SCHOOL,BUTTS COUNTY,HENDERSON MIDDLE SCHOOL,6180100.0,Teachers,Total,52.7,6.3,12
2017-18,BUTTS COUNTY,JACKSON ELEMENTARY SCHOOL,BUTTS COUNTY,JACKSON ELEMENTARY SCHOOL,6180111.0,Teachers,Total,38.7,1.6,4
2017-18,BUTTS COUNTY,JACKSON HIGH SCHOOL,BUTTS COUNTY,JACKSON HIGH SCHOOL,6180190.0,Teachers,Total,86.2,15.2,18
2017-18,BUTTS COUNTY,STARK ELEMENTARY SCHOOL,BUTTS COUNTY,STARK ELEMENTARY SCHOOL,6180108.0,Teachers,Total,43.9,1.4,3
2017-18,CALHOUN CITY,CALHOUN ELEMENTARY SCHOOL,CALHOUN CITY,CALHOUN ELEMENTARY SCHOOL,7650405.0,Teachers,Total,60.7,1.3,2
2017-18,CALHOUN CITY,CALHOUN HIGH SCHOOL,CALHOUN CITY,CALHOUN HIGH SCHOOL,7653050.0,Teachers,Low Poverty,73.1,10.0,14
2017-18,CALHOUN CITY,CALHOUN HIGH SCHOOL,CALHOUN CITY,CALHOUN HIGH SCHOOL,7653050.0,Teachers,Total,73.1,10.0,14
2017-18,CALHOUN CITY,CALHOUN MIDDLE SCHOOL,CALHOUN CITY,CALHOUN MIDDLE SCHOOL,7650205.0,Teachers,Total,54.4,7.2,13
2017-18,CALHOUN COUNTY,CALHOUN COUNTY ELEMENTARY SCHOOL,CALHOUN COUNTY,CALHOUN COUNTY ELEMENTARY SCHOOL,6190179.0,Teachers,High Poverty,19.0,0.0,0
2017-18,CALHOUN COUNTY,CALHOUN COUNTY ELEMENTARY SCHOOL,CALHOUN COUNTY,CALHOUN COUNTY ELEMENTARY SCHOOL,6190179.0,Teachers,Total,19.0,0.0,0
2017-18,CALHOUN COUNTY,CALHOUN COUNTY HIGH SCHOOL,CALHOUN COUNTY,CALHOUN COUNTY HIGH SCHOOL,6190113.0,Teachers,High Poverty,19.1,3.4,18
2017-18,CALHOUN COUNTY,CALHOUN COUNTY HIGH SCHOOL,CALHOUN COUNTY,CALHOUN COUNTY HIGH SCHOOL,6190113.0,Teachers,Total,19.1,3.4,18
2017-18,CALHOUN COUNTY,CALHOUN COUNTY MIDDLE SCHOOL,CALHOUN COUNTY,CALHOUN COUNTY MIDDLE SCHOOL,6190213.0,Teachers,High Poverty,14.0,9.6,68
2017-18,CALHOUN COUNTY,CALHOUN COUNTY MIDDLE SCHOOL,CALHOUN COUNTY,CALHOUN COUNTY MIDDLE SCHOOL,6190213.0,Teachers,Total,14.0,9.6,68
2017-18,CAMDEN COUNTY,CAMDEN COUNTY HIGH SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY HIGH SCHOOL,6200295.0,Teachers,Low Poverty,176.4,9.9,6
2017-18,CAMDEN COUNTY,CAMDEN COUNTY HIGH SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY HIGH SCHOOL,6200295.0,Teachers,Total,176.4,9.9,6
2017-18,CAMDEN COUNTY,CAMDEN MIDDLE SCHOOL,CAMDEN COUNTY,CAMDEN MIDDLE SCHOOL,6200182.0,Teachers,Total,72.0,5.5,8
2017-18,CAMDEN COUNTY,CROOKED RIVER ELEMENTARY SCHOOL,CAMDEN COUNTY,CROOKED RIVER ELEMENTARY SCHOOL,6200187.0,Teachers,Total,36.0,2.0,5
2017-18,CAMDEN COUNTY,DAVID L RAINER ELEMENTARY SCHOOL,CAMDEN COUNTY,DAVID L RAINER ELEMENTARY SCHOOL,6200195.0,Teachers,Total,27.0,0.3,1
2017-18,CAMDEN COUNTY,KINGSLAND ELEMENTARY SCHOOL,CAMDEN COUNTY,KINGSLAND ELEMENTARY SCHOOL,6200193.0,Teachers,Total,29.0,2.0,7
2017-18,CAMDEN COUNTY,MAMIE LOU GROSS ELEMENTARY SCHOOL,CAMDEN COUNTY,MAMIE LOU GROSS ELEMENTARY SCHOOL,6200100.0,Teachers,Total,39.0,2.0,5
2017-18,CAMDEN COUNTY,MARY LEE CLARK ELEMENTARY SCHOOL,CAMDEN COUNTY,MARY LEE CLARK ELEMENTARY SCHOOL,6200495.0,Teachers,Total,33.0,0.3,1
2017-18,CAMDEN COUNTY,MATILDA HARRIS ELEMENTARY SCHOOL,CAMDEN COUNTY,MATILDA HARRIS ELEMENTARY SCHOOL,6200189.0,Teachers,Total,38.0,2.1,5
2017-18,CAMDEN COUNTY,SAINT MARYS ELEMENTARY SCHOOL,CAMDEN COUNTY,SAINT MARYS ELEMENTARY SCHOOL,6200110.0,Teachers,Total,41.0,1.4,3
2017-18,CAMDEN COUNTY,SAINT MARYS MIDDLE SCHOOL,CAMDEN COUNTY,SAINT MARYS MIDDLE SCHOOL,6200105.0,Teachers,Total,62.0,2.2,4
2017-18,CAMDEN COUNTY,SUGARMILL ELEMENTARY,CAMDEN COUNTY,SUGARMILL ELEMENTARY,6200197.0,Teachers,Low Poverty,36.0,2.0,6
2017-18,CAMDEN COUNTY,SUGARMILL ELEMENTARY,CAMDEN COUNTY,SUGARMILL ELEMENTARY,6200197.0,Teachers,Total,36.0,2.0,6
2017-18,CAMDEN COUNTY,WOODBINE ELEMENTARY SCHOOL,CAMDEN COUNTY,WOODBINE ELEMENTARY SCHOOL,6200192.0,Teachers,Total,27.0,2.3,9
2017-18,CANDLER COUNTY,METTER ELEMENTARY SCHOOL,CANDLER COUNTY,METTER ELEMENTARY SCHOOL,6210302.0,Teachers,Total,69.2,2.8,4
2017-18,CANDLER COUNTY,METTER HIGH SCHOOL,CANDLER COUNTY,METTER HIGH SCHOOL,6210101.0,Teachers,Total,44.1,7.3,17
2017-18,CANDLER COUNTY,METTER MIDDLE SCHOOL,CANDLER COUNTY,METTER MIDDLE SCHOOL,6210102.0,Teachers,Total,36.2,1.9,5
2017-18,CARROLL COUNTY,BAY SPRINGS MIDDLE SCHOOL,CARROLL COUNTY,BAY SPRINGS MIDDLE SCHOOL,6220198.0,Teachers,Total,53.3,5.5,10
2017-18,CARROLL COUNTY,BOWDON ELEMENTARY SCHOOL,CARROLL COUNTY,BOWDON ELEMENTARY SCHOOL,6222050.0,Teachers,Total,42.0,3.1,7
2017-18,CARROLL COUNTY,BOWDON HIGH SCHOOL,CARROLL COUNTY,BOWDON HIGH SCHOOL,6223050.0,Teachers,Total,63.4,14.6,23
2017-18,CARROLL COUNTY,BOWDON MIDDLE SCHOOL,CARROLL COUNTY,BOWDON MIDDLE SCHOOL,6220101.0,Teachers,Total,24.2,3.5,15
2017-18,CARROLL COUNTY,CENTRAL ELEMENTARY SCHOOL,CARROLL COUNTY,CENTRAL ELEMENTARY SCHOOL,6225050.0,Teachers,Total,73.0,12.0,16
2017-18,CARROLL COUNTY,CENTRAL HIGH SCHOOL,CARROLL COUNTY,CENTRAL HIGH SCHOOL,6222052.0,Teachers,Total,108.7,21.2,19
2017-18,CARROLL COUNTY,CENTRAL MIDDLE SCHOOL,CARROLL COUNTY,CENTRAL MIDDLE SCHOOL,6220177.0,Teachers,Total,61.9,10.7,17
2017-18,CARROLL COUNTY,GLANTON-HINDSMAN ELEMENTARY,CARROLL COUNTY,GLANTON-HINDSMAN ELEMENTARY,6220605.0,Teachers,Total,42.0,6.1,15
2017-18,CARROLL COUNTY,ITHICA ELEMENTARY,CARROLL COUNTY,ITHICA ELEMENTARY,6220405.0,Teachers,Total,45.8,4.0,9
2017-18,CARROLL COUNTY,KIDSPEACE,CARROLL COUNTY,KIDSPEACE,6220112.0,Teachers,High Poverty,10.0,9.0,90
2017-18,CARROLL COUNTY,KIDSPEACE,CARROLL COUNTY,KIDSPEACE,6220112.0,Teachers,Total,10.0,9.0,90
2017-18,CARROLL COUNTY,MOUNT ZION ELEMENTARY SCHOOL,CARROLL COUNTY,MOUNT ZION ELEMENTARY SCHOOL,6220176.0,Teachers,Total,48.0,12.6,26
2017-18,CARROLL COUNTY,MT. ZION HIGH SCHOOL,CARROLL COUNTY,MT. ZION HIGH SCHOOL,6220212.0,Teachers,Total,55.5,9.3,17
2017-18,CARROLL COUNTY,MT. ZION MIDDLE SCHOOL,CARROLL COUNTY,MT. ZION MIDDLE SCHOOL,6220208.0,Teachers,Total,23.1,4.8,21
2017-18,CARROLL COUNTY,PROVIDENCE ELEMENTARY SCHOOL,CARROLL COUNTY,PROVIDENCE ELEMENTARY SCHOOL,6220115.0,Teachers,Total,28.1,3.3,12
2017-18,CARROLL COUNTY,ROOPVILLE ELEMENTARY SCHOOL,CARROLL COUNTY,ROOPVILLE ELEMENTARY SCHOOL,6220377.0,Teachers,Total,27.1,0.7,3
2017-18,CARROLL COUNTY,SAND HILL ELEMENTARY SCHOOL,CARROLL COUNTY,SAND HILL ELEMENTARY SCHOOL,6225052.0,Teachers,Total,49.9,4.5,9
2017-18,CARROLL COUNTY,SHARP CREEK ELEMENTARY SCHOOL,CARROLL COUNTY,SHARP CREEK ELEMENTARY SCHOOL,6220100.0,Teachers,Total,41.0,9.8,24
2017-18,CARROLL COUNTY,TEMPLE ELEMENTARY SCHOOL,CARROLL COUNTY,TEMPLE ELEMENTARY SCHOOL,6221054.0,Teachers,Total,37.3,4.8,13
2017-18,CARROLL COUNTY,TEMPLE HIGH SCHOOL,CARROLL COUNTY,TEMPLE HIGH SCHOOL,6220189.0,Teachers,Total,71.2,14.8,21
2017-18,CARROLL COUNTY,TEMPLE MIDDLE SCHOOL,CARROLL COUNTY,TEMPLE MIDDLE SCHOOL,6220102.0,Teachers,Total,35.6,7.6,21
2017-18,CARROLL COUNTY,VILLA RICA ELEMENTARY SCHOOL,CARROLL COUNTY,VILLA RICA ELEMENTARY SCHOOL,6220705.0,Teachers,Total,32.8,6.9,21
2017-18,CARROLL COUNTY,VILLA RICA HIGH SCHOOL,CARROLL COUNTY,VILLA RICA HIGH SCHOOL,6225054.0,Teachers,Total,141.5,21.0,15
2017-18,CARROLL COUNTY,VILLA RICA MIDDLE,CARROLL COUNTY,VILLA RICA MIDDLE,6220305.0,Teachers,Total,36.0,12.0,33
2017-18,CARROLL COUNTY,WHITESBURG ELEMENTARY SCHOOL,CARROLL COUNTY,WHITESBURG ELEMENTARY SCHOOL,6220477.0,Teachers,Total,27.1,1.3,5
2017-18,CARROLLTON CITY,CARROLLTON ELEMENTARY SCHOOL,CARROLLTON CITY,CARROLLTON ELEMENTARY SCHOOL,7660193.0,Teachers,Total,108.5,5.9,5
2017-18,CARROLLTON CITY,CARROLLTON HIGH SCHOOL,CARROLLTON CITY,CARROLLTON HIGH SCHOOL,7661050.0,Teachers,Total,117.8,15.4,13
2017-18,CARROLLTON CITY,CARROLLTON JR. HIGH SCHOOL,CARROLLTON CITY,CARROLLTON JR. HIGH SCHOOL,7661550.0,Teachers,Total,50.4,9.0,18
2017-18,CARROLLTON CITY,CARROLLTON MIDDLE-UPPER ELEMENTARY SCHOOL,CARROLLTON CITY,CARROLLTON MIDDLE-UPPER ELEMENTARY SCHOOL,7660106.0,Teachers,Total,68.5,10.7,16
2017-18,CARTERSVILLE CITY,CARTERSVILLE ELEMENTARY SCHOOL,CARTERSVILLE CITY,CARTERSVILLE ELEMENTARY SCHOOL,7670191.0,Teachers,Total,58.0,0.7,1
2017-18,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,7672050.0,Teachers,Low Poverty,74.9,6.2,8
2017-18,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,7672050.0,Teachers,Total,74.9,6.2,8
2017-18,CARTERSVILLE CITY,CARTERSVILLE MIDDLE SCHOOL,CARTERSVILLE CITY,CARTERSVILLE MIDDLE SCHOOL,7670277.0,Teachers,Total,59.2,4.5,8
2017-18,CARTERSVILLE CITY,CARTERSVILLE PRIMARY SCHOOL,CARTERSVILLE CITY,CARTERSVILLE PRIMARY SCHOOL,7670177.0,Teachers,Total,77.0,0.1,0
2017-18,CATOOSA COUNTY,BATTLEFIELD ELEMENTARY SCHOOL,CATOOSA COUNTY,BATTLEFIELD ELEMENTARY SCHOOL,6230103.0,Teachers,Total,32.0,3.9,12
2017-18,CATOOSA COUNTY,BATTLEFIELD PRIMARY,CATOOSA COUNTY,BATTLEFIELD PRIMARY,6230102.0,Teachers,Total,40.1,2.2,5
2017-18,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,6231050.0,Teachers,Low Poverty,39.5,3.2,8
2017-18,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,6231050.0,Teachers,Total,39.5,3.2,8
2017-18,CATOOSA COUNTY,CLOUD SPRINGS ELEMENTARY SCHOOL,CATOOSA COUNTY,CLOUD SPRINGS ELEMENTARY SCHOOL,6233050.0,Teachers,Total,31.9,2.0,6
2017-18,CATOOSA COUNTY,GRAYSVILLE ELEMENTARY SCHOOL,CATOOSA COUNTY,GRAYSVILLE ELEMENTARY SCHOOL,6235050.0,Teachers,Total,34.5,1.6,5
2017-18,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,6230109.0,Teachers,Low Poverty,112.8,23.6,21
2017-18,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,6230109.0,Teachers,Total,112.8,23.6,21
2017-18,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,6230205.0,Teachers,Low Poverty,70.5,5.8,8
2017-18,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,6230205.0,Teachers,Total,70.5,5.8,8
2017-18,CATOOSA COUNTY,LAKEVIEW MIDDLE SCHOOL,CATOOSA COUNTY,LAKEVIEW MIDDLE SCHOOL,6232552.0,Teachers,Total,58.0,5.7,10
2017-18,CATOOSA COUNTY,LAKEVIEW-FORT OGLETHORPE HIGH SCHOOL,CATOOSA COUNTY,LAKEVIEW-FORT OGLETHORPE HIGH SCHOOL,6231052.0,Teachers,Total,84.9,13.9,16
2017-18,CATOOSA COUNTY,RINGGOLD ELEMENTARY SCHOOL,CATOOSA COUNTY,RINGGOLD ELEMENTARY SCHOOL,6233052.0,Teachers,Total,33.0,5.0,15
2017-18,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,6234052.0,Teachers,Low Poverty,85.4,18.3,21
2017-18,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,6234052.0,Teachers,Total,85.4,18.3,21
2017-18,CATOOSA COUNTY,RINGGOLD MIDDLE SCHOOL,CATOOSA COUNTY,RINGGOLD MIDDLE SCHOOL,6235052.0,Teachers,Total,62.6,8.6,14
2017-18,CATOOSA COUNTY,RINGGOLD PRIMARY SCHOOL,CATOOSA COUNTY,RINGGOLD PRIMARY SCHOOL,6230100.0,Teachers,Total,43.0,6.0,14
2017-18,CATOOSA COUNTY,TIGER CREEK ELEMENTARY SCHOOL,CATOOSA COUNTY,TIGER CREEK ELEMENTARY SCHOOL,6230185.0,Teachers,Total,36.1,1.1,3
2017-18,CATOOSA COUNTY,WEST SIDE ELEMENTARY SCHOOL,CATOOSA COUNTY,WEST SIDE ELEMENTARY SCHOOL,6231054.0,Teachers,Total,33.5,4.5,14
2017-18,CATOOSA COUNTY,WOODSTATION ELEMENTARY SCHOOL,CATOOSA COUNTY,WOODSTATION ELEMENTARY SCHOOL,6230105.0,Teachers,Total,35.5,3.8,11
2017-18,CHARLTON COUNTY,BETHUNE MIDDLE SCHOOL,CHARLTON COUNTY,BETHUNE MIDDLE SCHOOL,6240112.0,Teachers,Total,38.7,4.3,11
2017-18,CHARLTON COUNTY,CHARLTON COUNTY HIGH SCHOOL,CHARLTON COUNTY,CHARLTON COUNTY HIGH SCHOOL,6240287.0,Teachers,Total,26.0,1.1,4
2017-18,CHARLTON COUNTY,FOLKSTON ELEMENTARY SCHOOL,CHARLTON COUNTY,FOLKSTON ELEMENTARY SCHOOL,6240199.0,Teachers,Total,36.0,0.0,0
2017-18,CHARLTON COUNTY,ST. GEORGE ELEMENTARY SCHOOL,CHARLTON COUNTY,ST. GEORGE ELEMENTARY SCHOOL,6244050.0,Teachers,Total,14.2,0.0,0
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,6260101.0,Teachers,High Poverty,21.0,2.2,11
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,6260101.0,Teachers,Total,21.0,2.2,11
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY HIGH SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY HIGH SCHOOL,6260206.0,Teachers,Total,35.1,9.3,26
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY MIDDLE SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY MIDDLE SCHOOL,6260106.0,Teachers,Total,12.9,6.3,49
2017-18,CHATTOOGA COUNTY,CHATTOOGA ACADEMY,CHATTOOGA COUNTY,CHATTOOGA ACADEMY,6270111.0,Teachers,Total,69.0,4.3,6
2017-18,CHATTOOGA COUNTY,CHATTOOGA HIGH SCHOOL,CHATTOOGA COUNTY,CHATTOOGA HIGH SCHOOL,6271050.0,Teachers,Total,52.7,5.8,11
2017-18,CHATTOOGA COUNTY,LEROY MASSEY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,LEROY MASSEY ELEMENTARY SCHOOL,6270106.0,Teachers,Total,61.6,0.0,0
2017-18,CHATTOOGA COUNTY,LYERLY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,LYERLY ELEMENTARY SCHOOL,6272050.0,Teachers,Total,25.1,1.2,5
2017-18,CHATTOOGA COUNTY,MENLO ELEMENTARY SCHOOL,CHATTOOGA COUNTY,MENLO ELEMENTARY SCHOOL,6273050.0,Teachers,Total,25.6,1.2,4
2017-18,CHATTOOGA COUNTY,SUMMERVILLE MIDDLE SCHOOL,CHATTOOGA COUNTY,SUMMERVILLE MIDDLE SCHOOL,6272052.0,Teachers,Total,32.0,3.7,12
2017-18,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,6280397.0,Teachers,Low Poverty,53.4,3.4,6
2017-18,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,6280397.0,Teachers,Total,53.4,3.4,6
2017-18,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,6280108.0,Teachers,Low Poverty,61.0,1.2,2
2017-18,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,6280108.0,Teachers,Total,61.0,1.2,2
2017-18,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,6280213.0,Teachers,Low Poverty,33.5,1.8,5
2017-18,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,6280213.0,Teachers,Total,33.5,1.8,5
2017-18,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,6280196.0,Teachers,Low Poverty,59.0,0.8,1
2017-18,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,6280196.0,Teachers,Total,59.0,0.8,1
2017-18,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,6280189.0,Teachers,Low Poverty,41.6,0.5,1
2017-18,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,6280189.0,Teachers,Total,41.6,0.5,1
2017-18,CHEROKEE COUNTY,CANTON ELEMENTARY,CHEROKEE COUNTY,CANTON ELEMENTARY,6280409.0,Teachers,Total,67.5,1.8,3
2017-18,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,6280101.0,Teachers,Low Poverty,72.0,3.8,5
2017-18,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,6280101.0,Teachers,Total,72.0,3.8,5
2017-18,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,6285050.0,Teachers,Low Poverty,295.0,14.4,5
2017-18,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,6285050.0,Teachers,Total,295.0,14.4,5
2017-18,CHEROKEE COUNTY,CLARK CREEK ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLARK CREEK ELEMENTARY SCHOOL,6280313.0,Teachers,Total,75.4,2.3,3
2017-18,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,6281052.0,Teachers,Low Poverty,19.2,0.3,2
2017-18,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,6281052.0,Teachers,Total,19.2,0.3,2
2017-18,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,6280305.0,Teachers,Low Poverty,102.7,3.6,4
2017-18,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,6280305.0,Teachers,Total,102.7,3.6,4
2017-18,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,6280106.0,Teachers,Low Poverty,234.3,10.1,4
2017-18,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,6280106.0,Teachers,Total,234.3,10.1,4
2017-18,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,6280187.0,Teachers,Low Poverty,103.7,2.0,2
