LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,Full School_ID,FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,County,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX,MATCH_TYPE
2017-18,Cobb County,PICKETT'S MILL ELEMENTARY,Teachers,Low Poverty,49.0,8.0,16,6330109,2019,633,Cobb County,109,PICKETT'S MILL ELEMENTARY,Cobb,E,PK-05,6400 Old Stilesboro Rd NW,Acworth,GA,30101-4709,6400 Old Stilesboro Rd NW,Acworth,30101-4709,Jenny,Douglas,,Jenny.Douglas@cobbk12.org,770.975.7172,,PERFECT
2017-18,Cobb County,PICKETT'S MILL ELEMENTARY,Teachers,Total,49.0,8.0,16,6330109,2019,633,Cobb County,109,PICKETT'S MILL ELEMENTARY,Cobb,E,PK-05,6400 Old Stilesboro Rd NW,Acworth,GA,30101-4709,6400 Old Stilesboro Rd NW,Acworth,30101-4709,Jenny,Douglas,,Jenny.Douglas@cobbk12.org,770.975.7172,,PERFECT
2017-18,Cobb County,PINE MOUNTAIN MIDDLE SCHOOL,Leaders,Not Applicable,2.8,2.0,73,6330280,2019,633,Cobb County,280,PINE MOUNTAIN MIDDLE SCHOOL,Cobb,M,06-08,2720 Pine Mountain Cir NW,Kennesaw,GA,30152-4635,2720 Pine Mountain Cir NW,Kennesaw,30152-4635,David,Nelson,,,678.594.8252,678.594.8254,PERFECT
2017-18,Cobb County,PINE MOUNTAIN MIDDLE SCHOOL,Teachers,Total,42.5,16.5,39,6330280,2019,633,Cobb County,280,PINE MOUNTAIN MIDDLE SCHOOL,Cobb,M,06-08,2720 Pine Mountain Cir NW,Kennesaw,GA,30152-4635,2720 Pine Mountain Cir NW,Kennesaw,30152-4635,David,Nelson,,,678.594.8252,678.594.8254,PERFECT
2017-18,Cobb County,PITNER ELEMENTARY SCHOOL,Leaders,Not Applicable,3.0,1.0,33,6330204,2019,633,Cobb County,204,PITNER ELEMENTARY SCHOOL,Cherokee,E,PK-05,4575 Wade Green Rd NW,Acworth,GA,30102-3407,4575 Wade Green Rd NW,Acworth,30102-3407,Ashley,Hosey,,ashley.hosey@cobbk12.org,678.594.8320,678.594.8319,PERFECT
2017-18,Cobb County,PITNER ELEMENTARY SCHOOL,Teachers,Total,71.0,15.0,21,6330204,2019,633,Cobb County,204,PITNER ELEMENTARY SCHOOL,Cherokee,E,PK-05,4575 Wade Green Rd NW,Acworth,GA,30102-3407,4575 Wade Green Rd NW,Acworth,30102-3407,Ashley,Hosey,,ashley.hosey@cobbk12.org,678.594.8320,678.594.8319,PERFECT
2017-18,Cobb County,POPE HIGH SCHOOL,Leaders,Low Poverty,6.0,2.0,33,6330188,2019,633,Cobb County,188,POPE HIGH SCHOOL,Cobb,H,09-12,3001 Hembree Rd NE,Marietta,GA,30062-4205,3001 Hembree Rd NE,Marietta,30062-4205,Cheryl,Hungerford,,,770.578.7900,770.578.7902,PERFECT
2017-18,Cobb County,POPE HIGH SCHOOL,Teachers,Low Poverty,207.7,125.3,60,6330188,2019,633,Cobb County,188,POPE HIGH SCHOOL,Cobb,H,09-12,3001 Hembree Rd NE,Marietta,GA,30062-4205,3001 Hembree Rd NE,Marietta,30062-4205,Cheryl,Hungerford,,,770.578.7900,770.578.7902,PERFECT
2017-18,Cobb County,POPE HIGH SCHOOL,Teachers,Total,207.7,125.3,60,6330188,2019,633,Cobb County,188,POPE HIGH SCHOOL,Cobb,H,09-12,3001 Hembree Rd NE,Marietta,GA,30062-4205,3001 Hembree Rd NE,Marietta,30062-4205,Cheryl,Hungerford,,,770.578.7900,770.578.7902,PERFECT
2017-18,Cobb County,POWDER SPRINGS ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6330489,2019,633,Cobb County,489,POWDER SPRINGS ELEMENTARY SCHOOL,Cobb,E,PK-05,4570 Grady Grier Dr ,Powder Springs,GA,30127-2555,4570 Grady Grier Dr ,Powder Springs,30127-2555,Debbie,Broadnax,,debbie.broadnax@cobbk12.org,770.222.3746,770.222.3748,PERFECT
2017-18,Cobb County,POWDER SPRINGS ELEMENTARY SCHOOL,Teachers,Total,55.0,16.0,29,6330489,2019,633,Cobb County,489,POWDER SPRINGS ELEMENTARY SCHOOL,Cobb,E,PK-05,4570 Grady Grier Dr ,Powder Springs,GA,30127-2555,4570 Grady Grier Dr ,Powder Springs,30127-2555,Debbie,Broadnax,,debbie.broadnax@cobbk12.org,770.222.3746,770.222.3748,PERFECT
2017-18,Cobb County,POWERS FERRY ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6331067,2019,633,Cobb County,1067,POWERS FERRY ELEMENTARY SCHOOL,Cobb,E,PK-05,403 Powers Ferry Rd SE,Marietta,GA,30067-7315,403 Powers Ferry Rd SE,Marietta,30067-7315,Patrice,Jones,,patrice.jones@cobbk12.org,770.578.7936,770.578.7938,PERFECT
2017-18,Cobb County,POWERS FERRY ELEMENTARY SCHOOL,Teachers,Total,37.5,14.0,37,6331067,2019,633,Cobb County,1067,POWERS FERRY ELEMENTARY SCHOOL,Cobb,E,PK-05,403 Powers Ferry Rd SE,Marietta,GA,30067-7315,403 Powers Ferry Rd SE,Marietta,30067-7315,Patrice,Jones,,patrice.jones@cobbk12.org,770.578.7936,770.578.7938,PERFECT
2017-18,Cobb County,RIVERSIDE INTERMEDIATE SCHOOL,Leaders,High Poverty,3.8,2.5,67,6330102,2019,633,Cobb County,102,RIVERSIDE INTERMEDIATE SCHOOL,Cobb,E,02-05,285 S Gordon Rd SW,Mableton,GA,30126-5303,285 S Gordon Rd SW,Mableton,30126-5303,Barbara,Swinney,,barbara.swinney@cobbk12.org,770.819.2553,770.819.2643,PERFECT
2017-18,Cobb County,RIVERSIDE INTERMEDIATE SCHOOL,Teachers,High Poverty,104.0,64.0,62,6330102,2019,633,Cobb County,102,RIVERSIDE INTERMEDIATE SCHOOL,Cobb,E,02-05,285 S Gordon Rd SW,Mableton,GA,30126-5303,285 S Gordon Rd SW,Mableton,30126-5303,Barbara,Swinney,,barbara.swinney@cobbk12.org,770.819.2553,770.819.2643,PERFECT
2017-18,Cobb County,RIVERSIDE INTERMEDIATE SCHOOL,Teachers,Total,104.0,64.0,62,6330102,2019,633,Cobb County,102,RIVERSIDE INTERMEDIATE SCHOOL,Cobb,E,02-05,285 S Gordon Rd SW,Mableton,GA,30126-5303,285 S Gordon Rd SW,Mableton,30126-5303,Barbara,Swinney,,barbara.swinney@cobbk12.org,770.819.2553,770.819.2643,PERFECT
2017-18,Cobb County,RIVERSIDE PRIMARY SCHOOL,Leaders,Not Applicable,2.5,0.5,20,6330307,2019,633,Cobb County,307,RIVERSIDE PRIMARY SCHOOL,Cobb,E,PK-01,461 S Gordon Rd SW,Mableton,GA,30126-5134,461 S Gordon Rd SW,Mableton,30126-5134,Doris,Billups-McClure,,Doris.Billups@cobbk12.org,770.819.5851,678.398.0040,PERFECT
2017-18,Cobb County,RIVERSIDE PRIMARY SCHOOL,Teachers,High Poverty,51.0,22.0,43,6330307,2019,633,Cobb County,307,RIVERSIDE PRIMARY SCHOOL,Cobb,E,PK-01,461 S Gordon Rd SW,Mableton,GA,30126-5134,461 S Gordon Rd SW,Mableton,30126-5134,Doris,Billups-McClure,,Doris.Billups@cobbk12.org,770.819.5851,678.398.0040,PERFECT
2017-18,Cobb County,RIVERSIDE PRIMARY SCHOOL,Teachers,Total,51.0,22.0,43,6330307,2019,633,Cobb County,307,RIVERSIDE PRIMARY SCHOOL,Cobb,E,PK-01,461 S Gordon Rd SW,Mableton,GA,30126-5134,461 S Gordon Rd SW,Mableton,30126-5134,Doris,Billups-McClure,,Doris.Billups@cobbk12.org,770.819.5851,678.398.0040,PERFECT
2017-18,Cobb County,ROCKY MOUNT ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,0.0,0,6330378,2019,633,Cobb County,378,ROCKY MOUNT ELEMENTARY SCHOOL,Cobb,E,PK-05,2400 Rocky Mountain Rd NE,Marietta,GA,30066-2132,2400 Rocky Mountain Rd NE,Marietta,30066-2132,Peggy,Fleming,,,770.591.5050,770.591.5041,PERFECT
2017-18,Cobb County,ROCKY MOUNT ELEMENTARY SCHOOL,Teachers,Low Poverty,40.0,8.5,21,6330378,2019,633,Cobb County,378,ROCKY MOUNT ELEMENTARY SCHOOL,Cobb,E,PK-05,2400 Rocky Mountain Rd NE,Marietta,GA,30066-2132,2400 Rocky Mountain Rd NE,Marietta,30066-2132,Peggy,Fleming,,,770.591.5050,770.591.5041,PERFECT
2017-18,Cobb County,ROCKY MOUNT ELEMENTARY SCHOOL,Teachers,Total,40.0,8.5,21,6330378,2019,633,Cobb County,378,ROCKY MOUNT ELEMENTARY SCHOOL,Cobb,E,PK-05,2400 Rocky Mountain Rd NE,Marietta,GA,30066-2132,2400 Rocky Mountain Rd NE,Marietta,30066-2132,Peggy,Fleming,,,770.591.5050,770.591.5041,PERFECT
2017-18,Cobb County,RUSSELL ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6333067,2019,633,Cobb County,3067,RUSSELL ELEMENTARY SCHOOL,Cobb,E,PK-05,3920 S Hurt Rd SW,Smyrna,GA,30082-3521,3920 S Hurt Rd SW,Smyrna,30082-3521,Tammy,Watson,,tammy.watson@cobbk12.org,770.437.5937,770.437.5939,PERFECT
2017-18,Cobb County,RUSSELL ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6764054,2019,676,Houston County,4054,RUSSELL ELEMENTARY SCHOOL,Houston,E,PK-05,101 Patriot Way,Warner Robins,GA,31088-5652,101 Patriot Way,Warner Robins,31088-5652,William,Wilson,,,478.929.7830,478.542.2272,PERFECT
2017-18,Cobb County,RUSSELL ELEMENTARY SCHOOL,Teachers,Total,53.0,22.0,42,6333067,2019,633,Cobb County,3067,RUSSELL ELEMENTARY SCHOOL,Cobb,E,PK-05,3920 S Hurt Rd SW,Smyrna,GA,30082-3521,3920 S Hurt Rd SW,Smyrna,30082-3521,Tammy,Watson,,tammy.watson@cobbk12.org,770.437.5937,770.437.5939,PERFECT
2017-18,Cobb County,RUSSELL ELEMENTARY SCHOOL,Teachers,Total,53.0,22.0,42,6764054,2019,676,Houston County,4054,RUSSELL ELEMENTARY SCHOOL,Houston,E,PK-05,101 Patriot Way,Warner Robins,GA,31088-5652,101 Patriot Way,Warner Robins,31088-5652,William,Wilson,,,478.929.7830,478.542.2272,PERFECT
2017-18,Cobb County,SANDERS ELEMENTARY SCHOOL,Leaders,Not Applicable,2.5,0.5,20,6330398,2019,633,Cobb County,398,SANDERS ELEMENTARY SCHOOL,Cobb,E,PK-05,1550 Anderson Mill Rd,Austell,GA,30106-1202,1550 Anderson Mill Rd,Austell,30106-1202,Laura,Fiedler,,,770.819.2568,770.819.2570,PERFECT
2017-18,Cobb County,SANDERS ELEMENTARY SCHOOL,Teachers,Total,55.0,18.0,33,6330398,2019,633,Cobb County,398,SANDERS ELEMENTARY SCHOOL,Cobb,E,PK-05,1550 Anderson Mill Rd,Austell,GA,30106-1202,1550 Anderson Mill Rd,Austell,30106-1202,Laura,Fiedler,,,770.819.2568,770.819.2570,PERFECT
2017-18,Cobb County,SEDALIA PARK ELEMENTARY SCHOOL,Leaders,Not Applicable,3.0,3.0,100,6335067,2019,633,Cobb County,5067,SEDALIA PARK ELEMENTARY SCHOOL,Cobb,E,PK-05,2230 Lower Roswell Rd,Marietta,GA,30068-3359,2230 Lower Roswell Rd,Marietta,30068-3359,Tiffany,Jackson,,tiffany.jackson@cobbk12.org,770.509.5162,770.509.5342,PERFECT
2017-18,Cobb County,SEDALIA PARK ELEMENTARY SCHOOL,Teachers,Total,62.5,30.5,49,6335067,2019,633,Cobb County,5067,SEDALIA PARK ELEMENTARY SCHOOL,Cobb,E,PK-05,2230 Lower Roswell Rd,Marietta,GA,30068-3359,2230 Lower Roswell Rd,Marietta,30068-3359,Tiffany,Jackson,,tiffany.jackson@cobbk12.org,770.509.5162,770.509.5342,PERFECT
2017-18,Cobb County,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,0.0,0,6330291,2019,633,Cobb County,291,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Cobb,E,PK-05,3529 Lassiter Rd,Marietta,GA,30062-4116,3529 Lassiter Rd,Marietta,30062-4116,Donna,Long,,,770.642.5610,770.642.5612,PERFECT
2017-18,Cobb County,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Teachers,Low Poverty,52.1,12.5,24,6330291,2019,633,Cobb County,291,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Cobb,E,PK-05,3529 Lassiter Rd,Marietta,GA,30062-4116,3529 Lassiter Rd,Marietta,30062-4116,Donna,Long,,,770.642.5610,770.642.5612,PERFECT
2017-18,Cobb County,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Teachers,Total,52.1,12.5,24,6330291,2019,633,Cobb County,291,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Cobb,E,PK-05,3529 Lassiter Rd,Marietta,GA,30062-4116,3529 Lassiter Rd,Marietta,30062-4116,Donna,Long,,,770.642.5610,770.642.5612,PERFECT
2017-18,Cobb County,SIMPSON MIDDLE SCHOOL,Leaders,Low Poverty,3.3,1.3,38,6330389,2019,633,Cobb County,389,SIMPSON MIDDLE SCHOOL,Cobb,M,06-08,3340 Trickum Rd NE,Marietta,GA,30066-4663,3340 Trickum Rd NE,Marietta,30066-4663,Ansley,Daniel,,ansley.daniel@cobbk12.org,770.971.4711,770.971.4507,PERFECT
2017-18,Cobb County,SIMPSON MIDDLE SCHOOL,Teachers,Low Poverty,63.0,25.5,40,6330389,2019,633,Cobb County,389,SIMPSON MIDDLE SCHOOL,Cobb,M,06-08,3340 Trickum Rd NE,Marietta,GA,30066-4663,3340 Trickum Rd NE,Marietta,30066-4663,Ansley,Daniel,,ansley.daniel@cobbk12.org,770.971.4711,770.971.4507,PERFECT
2017-18,Cobb County,SIMPSON MIDDLE SCHOOL,Teachers,Total,63.0,25.5,40,6330389,2019,633,Cobb County,389,SIMPSON MIDDLE SCHOOL,Cobb,M,06-08,3340 Trickum Rd NE,Marietta,GA,30066-4663,3340 Trickum Rd NE,Marietta,30066-4663,Ansley,Daniel,,ansley.daniel@cobbk12.org,770.971.4711,770.971.4507,PERFECT
2017-18,Cobb County,SMITHA MIDDLE SCHOOL,Leaders,Not Applicable,4.3,2.0,47,6330294,2019,633,Cobb County,294,SMITHA MIDDLE SCHOOL,Cobb,M,06-08,2025 Powder Springs Rd SW,Marietta,GA,30064-4325,2025 Powder Springs Rd SW,Marietta,30064-4325,Christopher,Salter,,chris.salter@cobbk12.org,678.594.8267,678.594.8269,PERFECT
2017-18,Cobb County,SMITHA MIDDLE SCHOOL,Teachers,Total,68.0,32.0,47,6330294,2019,633,Cobb County,294,SMITHA MIDDLE SCHOOL,Cobb,M,06-08,2025 Powder Springs Rd SW,Marietta,GA,30064-4325,2025 Powder Springs Rd SW,Marietta,30064-4325,Christopher,Salter,,chris.salter@cobbk12.org,678.594.8267,678.594.8269,PERFECT
2017-18,Cobb County,SMYRNA ELEMENTARY SCHOOL,Leaders,Not Applicable,3.0,1.0,33,6330214,2019,633,Cobb County,214,SMYRNA ELEMENTARY SCHOOL,Cobb,E,PK-05,1099 Fleming St SE,Smyrna,GA,30080-1907,1099 Fleming St SE,Smyrna,30080-1907,Sharon,Arduino,,,678.842.6741,,PERFECT
2017-18,Cobb County,SMYRNA ELEMENTARY SCHOOL,Teachers,Total,73.5,29.5,40,6330214,2019,633,Cobb County,214,SMYRNA ELEMENTARY SCHOOL,Cobb,E,PK-05,1099 Fleming St SE,Smyrna,GA,30080-1907,1099 Fleming St SE,Smyrna,30080-1907,Sharon,Arduino,,,678.842.6741,,PERFECT
2017-18,Cobb County,SOPE CREEK ELEMENTARY SCHOOL,Leaders,Low Poverty,3.0,2.0,67,6330478,2019,633,Cobb County,478,SOPE CREEK ELEMENTARY SCHOOL,Cobb,E,PK-05,3320 Paper Mill Rd SE,Marietta,GA,30067-4956,3320 Paper Mill Rd SE,Marietta,30067-4956,Doug,Daugherty,,doug.daugherty@cobbk12.org,770.916.7085,770.916.7087,PERFECT
2017-18,Cobb County,SOPE CREEK ELEMENTARY SCHOOL,Teachers,Low Poverty,73.6,21.0,29,6330478,2019,633,Cobb County,478,SOPE CREEK ELEMENTARY SCHOOL,Cobb,E,PK-05,3320 Paper Mill Rd SE,Marietta,GA,30067-4956,3320 Paper Mill Rd SE,Marietta,30067-4956,Doug,Daugherty,,doug.daugherty@cobbk12.org,770.916.7085,770.916.7087,PERFECT
2017-18,Cobb County,SOPE CREEK ELEMENTARY SCHOOL,Teachers,Total,73.6,21.0,29,6330478,2019,633,Cobb County,478,SOPE CREEK ELEMENTARY SCHOOL,Cobb,E,PK-05,3320 Paper Mill Rd SE,Marietta,GA,30067-4956,3320 Paper Mill Rd SE,Marietta,30067-4956,Doug,Daugherty,,doug.daugherty@cobbk12.org,770.916.7085,770.916.7087,PERFECT
2017-18,Cobb County,SOUTH COBB HIGH SCHOOL,Leaders,Not Applicable,6.8,3.0,44,6333056,2019,633,Cobb County,3056,SOUTH COBB HIGH SCHOOL,Cobb,H,09-12,1920 Clay Rd,Austell,GA,30106-2202,1920 Clay Rd,Austell,30106-2202,Clint,Terza,,clint.terza@cobbk12.org,770.819.2611,770.819.2613,PERFECT
2017-18,Cobb County,SOUTH COBB HIGH SCHOOL,Teachers,Total,157.0,83.0,53,6333056,2019,633,Cobb County,3056,SOUTH COBB HIGH SCHOOL,Cobb,H,09-12,1920 Clay Rd,Austell,GA,30106-2202,1920 Clay Rd,Austell,30106-2202,Clint,Terza,,clint.terza@cobbk12.org,770.819.2611,770.819.2613,PERFECT
2017-18,Cobb County,SPRAYBERRY HIGH SCHOOL,Leaders,Low Poverty,5.5,2.5,45,6330373,2019,633,Cobb County,373,SPRAYBERRY HIGH SCHOOL,Cobb,H,09-12,2525 Sandy Plains Rd,Marietta,GA,30066-5717,2525 Sandy Plains Rd,Marietta,30066-5717,Sara,Griffin,,,770.578.3200,770.578.3202,PERFECT
2017-18,Cobb County,SPRAYBERRY HIGH SCHOOL,Teachers,Low Poverty,139.5,73.5,53,6330373,2019,633,Cobb County,373,SPRAYBERRY HIGH SCHOOL,Cobb,H,09-12,2525 Sandy Plains Rd,Marietta,GA,30066-5717,2525 Sandy Plains Rd,Marietta,30066-5717,Sara,Griffin,,,770.578.3200,770.578.3202,PERFECT
2017-18,Cobb County,SPRAYBERRY HIGH SCHOOL,Teachers,Total,139.5,73.5,53,6330373,2019,633,Cobb County,373,SPRAYBERRY HIGH SCHOOL,Cobb,H,09-12,2525 Sandy Plains Rd,Marietta,GA,30066-5717,2525 Sandy Plains Rd,Marietta,30066-5717,Sara,Griffin,,,770.578.3200,770.578.3202,PERFECT
2017-18,Cobb County,STILL ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,1.0,50,6330180,2019,633,Cobb County,180,STILL ELEMENTARY SCHOOL,Cobb,E,PK-05,870 Casteel Rd,Powder Springs,GA,30127-4403,870 Casteel Rd,Powder Springs,30127-4403,Michelle,Pearce,,,678.594.8287,678.594.8289,PERFECT
2017-18,Cobb County,STILL ELEMENTARY SCHOOL,Teachers,Low Poverty,58.5,11.5,20,6330180,2019,633,Cobb County,180,STILL ELEMENTARY SCHOOL,Cobb,E,PK-05,870 Casteel Rd,Powder Springs,GA,30127-4403,870 Casteel Rd,Powder Springs,30127-4403,Michelle,Pearce,,,678.594.8287,678.594.8289,PERFECT
2017-18,Cobb County,STILL ELEMENTARY SCHOOL,Teachers,Total,58.5,11.5,20,6330180,2019,633,Cobb County,180,STILL ELEMENTARY SCHOOL,Cobb,E,PK-05,870 Casteel Rd,Powder Springs,GA,30127-4403,870 Casteel Rd,Powder Springs,30127-4403,Michelle,Pearce,,,678.594.8287,678.594.8289,PERFECT
2017-18,Cobb County,TAPP MIDDLE SCHOOL,Leaders,Not Applicable,3.3,1.0,31,6330475,2019,633,Cobb County,475,TAPP MIDDLE SCHOOL,Cobb,M,06-08,3900 Macedonia Rd,Powder Springs,GA,30127-3626,3900 Macedonia Rd,Powder Springs,30127-3626,Tony,Wilcher,,tony.wilcher@cobbk12.org,770.222.3758,770.222.3760,PERFECT
2017-18,Cobb County,TAPP MIDDLE SCHOOL,Teachers,Total,58.5,23.0,39,6330475,2019,633,Cobb County,475,TAPP MIDDLE SCHOOL,Cobb,M,06-08,3900 Macedonia Rd,Powder Springs,GA,30127-3626,3900 Macedonia Rd,Powder Springs,30127-3626,Tony,Wilcher,,tony.wilcher@cobbk12.org,770.222.3758,770.222.3760,PERFECT
2017-18,Cobb County,TEASLEY ELEMENTARY SCHOOL,Leaders,Low Poverty,3.0,1.0,33,6334068,2019,633,Cobb County,4068,TEASLEY ELEMENTARY SCHOOL,Cobb,E,PK-05,3640 Spring Hill Rd SE,Smyrna,GA,30080-4652,3640 Spring Hill Rd SE,Smyrna,30080-4652,Leslie,Mansfield,,leslie.mansfield@cobbk12.org,770.437.5945,770.437.5947,PERFECT
2017-18,Cobb County,TEASLEY ELEMENTARY SCHOOL,Teachers,Low Poverty,60.5,30.5,50,6334068,2019,633,Cobb County,4068,TEASLEY ELEMENTARY SCHOOL,Cobb,E,PK-05,3640 Spring Hill Rd SE,Smyrna,GA,30080-4652,3640 Spring Hill Rd SE,Smyrna,30080-4652,Leslie,Mansfield,,leslie.mansfield@cobbk12.org,770.437.5945,770.437.5947,PERFECT
2017-18,Cobb County,TEASLEY ELEMENTARY SCHOOL,Teachers,Total,60.5,30.5,50,6334068,2019,633,Cobb County,4068,TEASLEY ELEMENTARY SCHOOL,Cobb,E,PK-05,3640 Spring Hill Rd SE,Smyrna,GA,30080-4652,3640 Spring Hill Rd SE,Smyrna,30080-4652,Leslie,Mansfield,,leslie.mansfield@cobbk12.org,770.437.5945,770.437.5947,PERFECT
2017-18,Cobb County,TIMBER RIDGE ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,2.0,100,6330491,2019,633,Cobb County,491,TIMBER RIDGE ELEMENTARY SCHOOL,Cobb,E,PK-05,5000 Timber Ridge Rd,Marietta,GA,30068-1529,5000 Timber Ridge Rd,Marietta,30068-1529,Jeffrey,Castle,,jeffrey.castle@cobbk12.org,770.642.5621,770.642.5623,PERFECT
2017-18,Cobb County,TIMBER RIDGE ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,2.0,100,6750207,2019,675,Henry County,207,TIMBER RIDGE ELEMENTARY SCHOOL,Henry,E,PK-05,2825 Highway 20 E,McDonough,GA,30252-4502,2825 Highway 20 E,McDonough,30252-4502,Kristen,McRae,,,770.288.3237,..,PERFECT
2017-18,Cobb County,TIMBER RIDGE ELEMENTARY SCHOOL,Teachers,Low Poverty,42.0,12.0,29,6330491,2019,633,Cobb County,491,TIMBER RIDGE ELEMENTARY SCHOOL,Cobb,E,PK-05,5000 Timber Ridge Rd,Marietta,GA,30068-1529,5000 Timber Ridge Rd,Marietta,30068-1529,Jeffrey,Castle,,jeffrey.castle@cobbk12.org,770.642.5621,770.642.5623,PERFECT
2017-18,Cobb County,TIMBER RIDGE ELEMENTARY SCHOOL,Teachers,Low Poverty,42.0,12.0,29,6750207,2019,675,Henry County,207,TIMBER RIDGE ELEMENTARY SCHOOL,Henry,E,PK-05,2825 Highway 20 E,McDonough,GA,30252-4502,2825 Highway 20 E,McDonough,30252-4502,Kristen,McRae,,,770.288.3237,..,PERFECT
2017-18,Cobb County,TIMBER RIDGE ELEMENTARY SCHOOL,Teachers,Total,42.0,12.0,29,6330491,2019,633,Cobb County,491,TIMBER RIDGE ELEMENTARY SCHOOL,Cobb,E,PK-05,5000 Timber Ridge Rd,Marietta,GA,30068-1529,5000 Timber Ridge Rd,Marietta,30068-1529,Jeffrey,Castle,,jeffrey.castle@cobbk12.org,770.642.5621,770.642.5623,PERFECT
2017-18,Cobb County,TIMBER RIDGE ELEMENTARY SCHOOL,Teachers,Total,42.0,12.0,29,6750207,2019,675,Henry County,207,TIMBER RIDGE ELEMENTARY SCHOOL,Henry,E,PK-05,2825 Highway 20 E,McDonough,GA,30252-4502,2825 Highway 20 E,McDonough,30252-4502,Kristen,McRae,,,770.288.3237,..,PERFECT
2017-18,Cobb County,TRITT ELEMENTARY SCHOOL,Leaders,Low Poverty,2.8,0.0,0,6330181,2019,633,Cobb County,181,TRITT ELEMENTARY SCHOOL,Cobb,E,PK-05,4435 Post Oak Tritt Rd,Marietta,GA,30062-5622,4435 Post Oak Tritt Rd,Marietta,30062-5622,Karen,Carstens,,,770.642.5630,770.642.5632,PERFECT
2017-18,Cobb County,TRITT ELEMENTARY SCHOOL,Teachers,Low Poverty,64.0,15.5,24,6330181,2019,633,Cobb County,181,TRITT ELEMENTARY SCHOOL,Cobb,E,PK-05,4435 Post Oak Tritt Rd,Marietta,GA,30062-5622,4435 Post Oak Tritt Rd,Marietta,30062-5622,Karen,Carstens,,,770.642.5630,770.642.5632,PERFECT
2017-18,Cobb County,TRITT ELEMENTARY SCHOOL,Teachers,Total,64.0,15.5,24,6330181,2019,633,Cobb County,181,TRITT ELEMENTARY SCHOOL,Cobb,E,PK-05,4435 Post Oak Tritt Rd,Marietta,GA,30062-5622,4435 Post Oak Tritt Rd,Marietta,30062-5622,Karen,Carstens,,,770.642.5630,770.642.5632,PERFECT
2017-18,Cobb County,VARNER ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6330191,2019,633,Cobb County,191,VARNER ELEMENTARY SCHOOL,Cobb,E,PK-05,4761 Gaydon Rd,Powder Springs,GA,30127-3724,4761 Gaydon Rd,Powder Springs,30127-3724,Althea,Singletary,,Althea.Singletary@cobbk12.org,770.222.3775,770.222.3777,PERFECT
2017-18,Cobb County,VARNER ELEMENTARY SCHOOL,Teachers,Total,54.0,13.5,25,6330191,2019,633,Cobb County,191,VARNER ELEMENTARY SCHOOL,Cobb,E,PK-05,4761 Gaydon Rd,Powder Springs,GA,30127-3724,4761 Gaydon Rd,Powder Springs,30127-3724,Althea,Singletary,,Althea.Singletary@cobbk12.org,770.222.3775,770.222.3777,PERFECT
2017-18,Cobb County,VAUGHAN ELEMENTARY SCHOOL,Leaders,Low Poverty,2.5,0.5,20,6330197,2019,633,Cobb County,197,VAUGHAN ELEMENTARY SCHOOL,Cobb,E,PK-05,5950 Nichols Rd ,Powder Springs,GA,30127-4219,5950 Nichols Rd ,Powder Springs,30127-4219,Shannon,McGill,,Shannon.McGill@cobbk12.org,678.594.8298,678.594.8300,PERFECT
2017-18,Cobb County,VAUGHAN ELEMENTARY SCHOOL,Teachers,Low Poverty,51.6,10.3,20,6330197,2019,633,Cobb County,197,VAUGHAN ELEMENTARY SCHOOL,Cobb,E,PK-05,5950 Nichols Rd ,Powder Springs,GA,30127-4219,5950 Nichols Rd ,Powder Springs,30127-4219,Shannon,McGill,,Shannon.McGill@cobbk12.org,678.594.8298,678.594.8300,PERFECT
