LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,SCHOOL_ID,MATCHING_NAME,CONFIDENCE
2017-18,Columbia County,Grovetown Elementary School,Leaders,Not Applicable,2.0,0.0,0,6365050,Grovetown Elementary School,100
2017-18,Columbia County,Grovetown Elementary School,Teachers,Total,83.3,62.0,74,6365050,Grovetown Elementary School,100
2017-18,Columbia County,Grovetown High School,Leaders,Low Poverty,5.3,3.8,71,6360112,Grovetown High School,100
2017-18,Columbia County,Grovetown High School,Teachers,Low Poverty,188.0,119.7,64,6360112,Grovetown High School,100
2017-18,Columbia County,Grovetown High School,Teachers,Total,188.0,119.7,64,6360112,Grovetown High School,100
2017-18,Columbia County,Grovetown Middle School,Leaders,Not Applicable,3.0,1.0,33,6360103,Grovetown Middle School,100
2017-18,Columbia County,Grovetown Middle School,Teachers,Total,94.0,56.0,60,6360103,Grovetown Middle School,100
2017-18,Columbia County,Harlem High School,Leaders,Low Poverty,2.8,0.0,0,6360183,Harlem High School,100
2017-18,Columbia County,Harlem High School,Teachers,Low Poverty,110.8,83.2,75,6360183,Harlem High School,100
2017-18,Columbia County,Harlem High School,Teachers,Total,110.8,83.2,75,6360183,Harlem High School,100
2017-18,Columbia County,Harlem Middle School,Leaders,Not Applicable,2.5,2.5,100,6360283,Harlem Middle School,100
2017-18,Columbia County,Harlem Middle School,Teachers,Total,79.6,56.0,70,6360283,Harlem Middle School,100
2017-18,Columbia County,Lakeside High School,Leaders,Low Poverty,4.8,1.0,21,6360189,Lakeside High School,100
2017-18,Columbia County,Lakeside High School,Teachers,Low Poverty,204.3,129.6,63,6360189,Lakeside High School,100
2017-18,Columbia County,Lakeside High School,Teachers,Total,204.3,129.6,63,6360189,Lakeside High School,100
2017-18,Columbia County,Lakeside Middle School,Leaders,Not Applicable,2.0,0.0,0,6360290,Lakeside Middle School,100
2017-18,Columbia County,Lakeside Middle School,Teachers,Total,73.7,43.6,59,6360290,Lakeside Middle School,100
2017-18,Columbia County,Lewiston Elementary School,Leaders,Low Poverty,2.0,1.0,50,6360102,Lewiston Elementary School,100
2017-18,Columbia County,Lewiston Elementary School,Teachers,Low Poverty,61.0,23.0,38,6360102,Lewiston Elementary School,100
2017-18,Columbia County,Lewiston Elementary School,Teachers,Total,61.0,23.0,38,6360102,Lewiston Elementary School,100
2017-18,Columbia County,Martinez Elementary School,Leaders,Not Applicable,2.0,0.0,0,6362052,Martinez Elementary School,100
2017-18,Columbia County,Martinez Elementary School,Teachers,Total,76.5,54.5,71,6362052,Martinez Elementary School,100
2017-18,Columbia County,North Columbia Elementary School,Leaders,Low Poverty,1.0,0.0,0,6363052,North Columbia Elementary School,100
2017-18,Columbia County,North Columbia Elementary School,Teachers,Low Poverty,28.5,5.5,19,6363052,North Columbia Elementary School,100
2017-18,Columbia County,North Columbia Elementary School,Teachers,Total,28.5,5.5,19,6363052,North Columbia Elementary School,100
2017-18,Columbia County,North Harlem Elementary School,Leaders,Not Applicable,2.0,1.0,50,6364052,North Harlem Elementary School,100
2017-18,Columbia County,North Harlem Elementary School,Teachers,Total,85.4,60.4,71,6364052,North Harlem Elementary School,100
2017-18,Columbia County,Parkway Elementary School,Leaders,Low Poverty,2.0,1.0,50,6360398,Parkway Elementary School,100
2017-18,Columbia County,Parkway Elementary School,Teachers,Low Poverty,65.5,45.0,69,6360398,Parkway Elementary School,100
2017-18,Columbia County,Parkway Elementary School,Teachers,Total,65.5,45.0,69,6360398,Parkway Elementary School,100
2017-18,Columbia County,River Ridge Elementary,Leaders,Low Poverty,2.0,1.0,50,6360106,River Ridge Elementary,100
2017-18,Columbia County,River Ridge Elementary,Teachers,Low Poverty,61.5,26.0,42,6360106,River Ridge Elementary,100
2017-18,Columbia County,River Ridge Elementary,Teachers,Total,61.5,26.0,42,6360106,River Ridge Elementary,100
2017-18,Columbia County,Riverside Elementary School,Leaders,Low Poverty,2.0,1.0,50,6360194,Riverside Elementary School,100
2017-18,Columbia County,Riverside Elementary School,Teachers,Low Poverty,58.0,26.5,46,6360194,Riverside Elementary School,100
2017-18,Columbia County,Riverside Elementary School,Teachers,Total,58.0,26.5,46,6360194,Riverside Elementary School,100
2017-18,Columbia County,Riverside Middle School,Leaders,Low Poverty,2.0,0.0,0,6360193,Riverside Middle School,100
2017-18,Columbia County,Riverside Middle School,Teachers,Low Poverty,64.4,36.9,57,6360193,Riverside Middle School,100
2017-18,Columbia County,Riverside Middle School,Teachers,Total,64.4,36.9,57,6360193,Riverside Middle School,100
2017-18,Columbia County,South Columbia Elementary School,Leaders,Not Applicable,2.0,0.0,0,6365052,South Columbia Elementary School,100
2017-18,Columbia County,South Columbia Elementary School,Teachers,Total,76.3,53.3,70,6365052,South Columbia Elementary School,100
2017-18,Columbia County,Stallings Island Middle School,Leaders,Low Poverty,2.0,0.0,0,6360108,Stallings Island Middle School,100
2017-18,Columbia County,Stallings Island Middle School,Teachers,Low Poverty,51.6,21.0,41,6360108,Stallings Island Middle School,100
2017-18,Columbia County,Stallings Island Middle School,Teachers,Total,51.6,21.0,41,6360108,Stallings Island Middle School,100
2017-18,Columbia County,Stevens Creek Elementary School,Leaders,Low Poverty,2.0,0.0,0,6360192,Stevens Creek Elementary School,100
2017-18,Columbia County,Stevens Creek Elementary School,Teachers,Low Poverty,82.1,50.5,62,6360192,Stevens Creek Elementary School,100
2017-18,Columbia County,Stevens Creek Elementary School,Teachers,Total,82.1,50.5,62,6360192,Stevens Creek Elementary School,100
2017-18,Columbia County,Westmont Elementary School,Leaders,Not Applicable,2.0,1.0,50,6360173,Westmont Elementary School,100
2017-18,Columbia County,Westmont Elementary School,Teachers,Total,65.2,44.0,68,6360173,Westmont Elementary School,100
2017-18,Commerce City,Commerce City- All Schools,Leaders,Total,6.3,4.3,68,7710104,Commerce Primary,69
2017-18,Commerce City,Commerce City- All Schools,Teachers,Total,136.5,69.0,51,7710104,Commerce Primary,69
2017-18,Commerce City,Commerce Elementary School,Leaders,Not Applicable,1.5,1.5,100,7711050,Commerce Elementary School,100
2017-18,Commerce City,Commerce Elementary School,Teachers,Total,23.0,14.5,63,7711050,Commerce Elementary School,100
2017-18,Commerce City,Commerce High School,Leaders,Not Applicable,0.8,0.8,100,7710112,Commerce High School,100
2017-18,Commerce City,Commerce High School,Teachers,Total,46.1,29.0,63,7710112,Commerce High School,100
2017-18,Commerce City,Commerce Middle School,Leaders,Not Applicable,2.0,1.0,50,7710105,Commerce Middle School,100
2017-18,Commerce City,Commerce Middle School,Teachers,Total,37.0,22.0,59,7710105,Commerce Middle School,100
2017-18,Commerce City,Commerce Primary,Leaders,Not Applicable,2.0,1.0,50,7710104,Commerce Primary,100
2017-18,Commerce City,Commerce Primary,Teachers,Total,33.4,7.0,21,7710104,Commerce Primary,100
2017-18,Commission Charter Schools- Atlanta Heights Charter School,Atlanta Heights Charter School,Leaders,Not Applicable,1.9,1.9,100,7830410,Atlanta Heights Charter School,100
2017-18,Commission Charter Schools- Atlanta Heights Charter School,Atlanta Heights Charter School,Teachers,Total,34.0,26.0,76,7830410,Atlanta Heights Charter School,100
2017-18,Commission Charter Schools- Atlanta Heights Charter School,Commission Charter Schools- Atlanta Heights Charter School- All Schools,Leaders,Total,1.9,1.9,100,7830410,Atlanta Heights Charter School,100
2017-18,Commission Charter Schools- Atlanta Heights Charter School,Commission Charter Schools- Atlanta Heights Charter School- All Schools,Teachers,Total,34.0,26.0,76,7830410,Atlanta Heights Charter School,100
2017-18,Commission Charter Schools- Brookhaven Innovation Academy,Brookhaven Innovation Academy,Leaders,Low Poverty,1.5,1.5,100,7830613,Brookhaven Innovation Academy,100
2017-18,Commission Charter Schools- Brookhaven Innovation Academy,Brookhaven Innovation Academy,Teachers,Low Poverty,30.0,30.0,100,7830613,Brookhaven Innovation Academy,100
2017-18,Commission Charter Schools- Brookhaven Innovation Academy,Brookhaven Innovation Academy,Teachers,Total,30.0,30.0,100,7830613,Brookhaven Innovation Academy,100
2017-18,Commission Charter Schools- Brookhaven Innovation Academy,Commission Charter Schools- Brookhaven Innovation Academy- All Schools,Leaders,Low Poverty,1.5,1.5,100,7830613,Brookhaven Innovation Academy,100
2017-18,Commission Charter Schools- Brookhaven Innovation Academy,Commission Charter Schools- Brookhaven Innovation Academy- All Schools,Leaders,Total,1.5,1.5,100,7830613,Brookhaven Innovation Academy,100
2017-18,Commission Charter Schools- Brookhaven Innovation Academy,Commission Charter Schools- Brookhaven Innovation Academy- All Schools,Teachers,Low Poverty,30.0,30.0,100,7830613,Brookhaven Innovation Academy,100
2017-18,Commission Charter Schools- Brookhaven Innovation Academy,Commission Charter Schools- Brookhaven Innovation Academy- All Schools,Teachers,Total,30.0,30.0,100,7830613,Brookhaven Innovation Academy,100
2017-18,Commission Charter Schools- CCAT School,CCAT School,Leaders,Not Applicable,1.5,0.0,0,6330102,Riverside Intermediate School,82
2017-18,Commission Charter Schools- CCAT School,CCAT School,Teachers,Total,18.5,10.5,57,6330102,Riverside Intermediate School,82
2017-18,Commission Charter Schools- CCAT School,Commission Charter Schools- CCAT School- All Schools,Leaders,Total,1.5,0.0,0,7820110,Odyssey Charter School,77
2017-18,Commission Charter Schools- CCAT School,Commission Charter Schools- CCAT School- All Schools,Teachers,Total,18.5,10.5,57,7820110,Odyssey Charter School,77
2017-18,Commission Charter Schools- Cirrus Charter Academy,Cirrus Charter Academy,Leaders,High Poverty,0.5,0.5,100,7830611,Cirrus Charter Academy,100
2017-18,Commission Charter Schools- Cirrus Charter Academy,Cirrus Charter Academy,Teachers,High Poverty,31.5,31.5,100,7830611,Cirrus Charter Academy,100
2017-18,Commission Charter Schools- Cirrus Charter Academy,Cirrus Charter Academy,Teachers,Total,31.5,31.5,100,7830611,Cirrus Charter Academy,100
2017-18,Commission Charter Schools- Cirrus Charter Academy,Commission Charter Schools- Cirrus Charter Academy- All Schools,Leaders,High Poverty,0.5,0.5,100,7830611,Cirrus Charter Academy,100
2017-18,Commission Charter Schools- Cirrus Charter Academy,Commission Charter Schools- Cirrus Charter Academy- All Schools,Leaders,Total,0.5,0.5,100,7830611,Cirrus Charter Academy,100
2017-18,Commission Charter Schools- Cirrus Charter Academy,Commission Charter Schools- Cirrus Charter Academy- All Schools,Teachers,High Poverty,31.0,31.0,100,7830611,Cirrus Charter Academy,100
2017-18,Commission Charter Schools- Cirrus Charter Academy,Commission Charter Schools- Cirrus Charter Academy- All Schools,Teachers,Total,31.0,31.0,100,7830611,Cirrus Charter Academy,100
2017-18,Commission Charter Schools- Coweta Charter Academy,Commission Charter Schools- Coweta Charter Academy- All Schools,Leaders,Low Poverty,1.5,0.5,33,7830610,Coweta Charter Academy,100
2017-18,Commission Charter Schools- Coweta Charter Academy,Commission Charter Schools- Coweta Charter Academy- All Schools,Leaders,Total,1.5,0.5,33,7830610,Coweta Charter Academy,100
2017-18,Commission Charter Schools- Coweta Charter Academy,Commission Charter Schools- Coweta Charter Academy- All Schools,Teachers,Low Poverty,52.0,39.0,75,7830610,Coweta Charter Academy,100
2017-18,Commission Charter Schools- Coweta Charter Academy,Commission Charter Schools- Coweta Charter Academy- All Schools,Teachers,Total,52.0,39.0,75,7830610,Coweta Charter Academy,100
2017-18,Commission Charter Schools- Coweta Charter Academy,Coweta Charter Academy,Leaders,Low Poverty,1.5,0.5,33,7830610,Coweta Charter Academy,100
2017-18,Commission Charter Schools- Coweta Charter Academy,Coweta Charter Academy,Teachers,Low Poverty,52.0,39.0,75,7830610,Coweta Charter Academy,100
2017-18,Commission Charter Schools- Coweta Charter Academy,Coweta Charter Academy,Teachers,Total,52.0,39.0,75,7830610,Coweta Charter Academy,100
2017-18,Commission Charter Schools- Fulton Leadership Academy,Commission Charter Schools- Fulton Leadership Academy- All Schools,Leaders,Total,0.9,0.9,100,7830310,Fulton Leadership Academy,100
2017-18,Commission Charter Schools- Fulton Leadership Academy,Commission Charter Schools- Fulton Leadership Academy- All Schools,Teachers,Total,38.0,30.0,79,7830310,Fulton Leadership Academy,100
2017-18,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,Leaders,Not Applicable,0.9,0.9,100,7830310,Fulton Leadership Academy,100
2017-18,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,Teachers,Total,38.0,30.0,79,7830310,Fulton Leadership Academy,100
2017-18,Commission Charter Schools- Ivy Preparatory Academy School,Commission Charter Schools- Ivy Preparatory Academy School- All Schools,Leaders,Low Poverty,1.0,1.0,100,7820612,"Ivy Preparatory Academy, Inc",89
2017-18,Commission Charter Schools- Ivy Preparatory Academy School,Commission Charter Schools- Ivy Preparatory Academy School- All Schools,Leaders,Total,1.0,1.0,100,7820612,"Ivy Preparatory Academy, Inc",89
2017-18,Commission Charter Schools- Ivy Preparatory Academy School,Commission Charter Schools- Ivy Preparatory Academy School- All Schools,Teachers,Low Poverty,14.0,14.0,100,7820612,"Ivy Preparatory Academy, Inc",89
2017-18,Commission Charter Schools- Ivy Preparatory Academy School,Commission Charter Schools- Ivy Preparatory Academy School- All Schools,Teachers,Total,14.0,14.0,100,7820612,"Ivy Preparatory Academy, Inc",89
2017-18,Commission Charter Schools- Ivy Preparatory Academy School,Ivy Preparatory Academy School,Leaders,Low Poverty,1.0,1.0,100,7820312,Heritage Preparatory Academy School,90
2017-18,Commission Charter Schools- Ivy Preparatory Academy School,Ivy Preparatory Academy School,Teachers,Low Poverty,14.0,14.0,100,7820312,Heritage Preparatory Academy School,90
2017-18,Commission Charter Schools- Ivy Preparatory Academy School,Ivy Preparatory Academy School,Teachers,Total,14.0,14.0,100,7820312,Heritage Preparatory Academy School,90
2017-18,Commission Charter Schools- Liberty Tech Charter Academy,Commission Charter Schools- Liberty Tech Charter Academy- All Schools,Leaders,Low Poverty,1.6,1.6,100,7830614,Liberty Tech Charter Academy,100
2017-18,Commission Charter Schools- Liberty Tech Charter Academy,Commission Charter Schools- Liberty Tech Charter Academy- All Schools,Leaders,Total,1.6,1.6,100,7830614,Liberty Tech Charter Academy,100
2017-18,Commission Charter Schools- Liberty Tech Charter Academy,Commission Charter Schools- Liberty Tech Charter Academy- All Schools,Teachers,Low Poverty,31.0,31.0,100,7830614,Liberty Tech Charter Academy,100
2017-18,Commission Charter Schools- Liberty Tech Charter Academy,Commission Charter Schools- Liberty Tech Charter Academy- All Schools,Teachers,Total,31.0,31.0,100,7830614,Liberty Tech Charter Academy,100
2017-18,Commission Charter Schools- Liberty Tech Charter Academy,Liberty Tech Charter Academy,Leaders,Low Poverty,1.6,1.6,100,7830614,Liberty Tech Charter Academy,100
2017-18,Commission Charter Schools- Liberty Tech Charter Academy,Liberty Tech Charter Academy,Teachers,Low Poverty,31.0,31.0,100,7830614,Liberty Tech Charter Academy,100
2017-18,Commission Charter Schools- Liberty Tech Charter Academy,Liberty Tech Charter Academy,Teachers,Total,31.0,31.0,100,7830614,Liberty Tech Charter Academy,100
2017-18,Commission Charter Schools- Pataula Charter Academy,Commission Charter Schools- Pataula Charter Academy- All Schools,Leaders,Total,1.0,1.0,100,7830210,Pataula Charter Academy,100
2017-18,Commission Charter Schools- Pataula Charter Academy,Commission Charter Schools- Pataula Charter Academy- All Schools,Teachers,Total,40.3,25.3,63,7830210,Pataula Charter Academy,100
2017-18,Commission Charter Schools- Pataula Charter Academy,Pataula Charter Academy,Leaders,Not Applicable,1.0,1.0,100,7830210,Pataula Charter Academy,100
2017-18,Commission Charter Schools- Pataula Charter Academy,Pataula Charter Academy,Teachers,Total,40.3,25.3,63,7830210,Pataula Charter Academy,100
2017-18,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy- All Schools,Leaders,Total,1.3,1.3,100,7830612,Southwest Georgia S.T.E.M. Charter Academy,100
2017-18,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy- All Schools,Teachers,Total,15.0,15.0,100,7830612,Southwest Georgia S.T.E.M. Charter Academy,100
2017-18,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy,Southwest Georgia S.T.E.M. Charter Academy,Leaders,Not Applicable,1.3,1.3,100,7830612,Southwest Georgia S.T.E.M. Charter Academy,100
2017-18,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy,Southwest Georgia S.T.E.M. Charter Academy,Teachers,Total,15.0,15.0,100,7830612,Southwest Georgia S.T.E.M. Charter Academy,100
2017-18,Cook County,Cook County Middle School,Leaders,Not Applicable,2.4,1.1,47,6370101,Cook County Middle School,100
2017-18,Cook County,Cook County Middle School,Teachers,Total,56.7,25.4,45,6370101,Cook County Middle School,100
2017-18,Cook County,Cook County- All Schools,Leaders,High Poverty,1.9,0.0,0,6370101,Cook County Middle School,79
2017-18,Cook County,Cook County- All Schools,Leaders,Total,8.7,4.4,50,6370101,Cook County Middle School,79
2017-18,Cook County,Cook County- All Schools,Teachers,High Poverty,57.2,16.1,28,6370101,Cook County Middle School,79
2017-18,Cook County,Cook County- All Schools,Teachers,Total,228.1,77.7,34,6370101,Cook County Middle School,79
2017-18,Cook County,Cook Elementary School,Leaders,Not Applicable,2.3,1.0,44,6370104,Cook Elementary School,100
2017-18,Cook County,Cook Elementary School,Teachers,Total,48.6,13.0,27,6370104,Cook Elementary School,100
2017-18,Cook County,Cook High School,Leaders,Not Applicable,2.3,2.3,100,6370111,Cook High School,100
2017-18,Cook County,Cook High School,Teachers,Total,67.6,24.8,37,6370111,Cook High School,100
2017-18,Cook County,Cook Primary School,Leaders,High Poverty,1.9,0.0,0,6370196,Cook Primary School,100
2017-18,Cook County,Cook Primary School,Teachers,High Poverty,57.2,16.1,28,6370196,Cook Primary School,100
2017-18,Cook County,Cook Primary School,Teachers,Total,57.2,16.1,28,6370196,Cook Primary School,100
2017-18,Coweta County,Arbor Springs Elementary,Leaders,Low Poverty,2.0,0.0,0,6380101,Arbor Springs Elementary,100
2017-18,Coweta County,Arbor Springs Elementary,Teachers,Low Poverty,34.0,8.0,24,6380101,Arbor Springs Elementary,100
2017-18,Coweta County,Arbor Springs Elementary,Teachers,Total,34.0,8.0,24,6380101,Arbor Springs Elementary,100
2017-18,Coweta County,Arnall Middle School,Leaders,Low Poverty,3.0,1.0,33,6380395,Arnall Middle School,100
2017-18,Coweta County,Arnall Middle School,Teachers,Total,88.0,51.0,58,6380395,Arnall Middle School,100
2017-18,Coweta County,Arnco-Sargent Elementary School,Leaders,Not Applicable,2.0,1.0,50,6381050,Arnco-Sargent Elementary School,100
2017-18,Coweta County,Arnco-Sargent Elementary School,Teachers,Total,34.0,6.0,18,6381050,Arnco-Sargent Elementary School,100
2017-18,Coweta County,Atkinson Elementary School,Leaders,Not Applicable,2.0,0.0,0,6130110,Atkinson Elementary School,100
2017-18,Coweta County,Atkinson Elementary School,Teachers,Total,34.0,16.0,47,6130110,Atkinson Elementary School,100
2017-18,Coweta County,Brooks Elementary,Leaders,Low Poverty,2.0,1.0,50,6140393,North Brooks Elementary School,100
2017-18,Coweta County,Brooks Elementary,Teachers,Low Poverty,45.0,14.0,31,6140393,North Brooks Elementary School,100
2017-18,Coweta County,Brooks Elementary,Teachers,Total,45.0,14.0,31,6140393,North Brooks Elementary School,100
2017-18,Coweta County,Canongate Elementary School,Leaders,Low Poverty,2.0,0.0,0,6380191,Canongate Elementary School,100
2017-18,Coweta County,Canongate Elementary School,Teachers,Low Poverty,42.0,13.0,31,6380191,Canongate Elementary School,100
2017-18,Coweta County,Canongate Elementary School,Teachers,Total,42.0,13.0,31,6380191,Canongate Elementary School,100
2017-18,Coweta County,Coweta County- All Schools,Leaders,Low Poverty,53.8,12.5,23,7480195,Ware County High School,74
2017-18,Coweta County,Coweta County- All Schools,Leaders,Total,82.3,18.5,22,7480195,Ware County High School,74
2017-18,Coweta County,Coweta County- All Schools,Teachers,Low Poverty,1054.5,356.0,34,7480195,Ware County High School,74
2017-18,Coweta County,Coweta County- All Schools,Teachers,Total,1580.2,520.7,33,7480195,Ware County High School,74
2017-18,Coweta County,East Coweta High School,Leaders,Low Poverty,5.8,3.0,52,6380389,East Coweta High School,100
2017-18,Coweta County,East Coweta High School,Teachers,Low Poverty,251.4,139.9,56,6380389,East Coweta High School,100
2017-18,Coweta County,East Coweta High School,Teachers,Total,251.4,139.9,56,6380389,East Coweta High School,100
2017-18,Coweta County,East Coweta Middle School,Leaders,Low Poverty,4.0,1.0,25,6380289,East Coweta Middle School,100
2017-18,Coweta County,East Coweta Middle School,Teachers,Low Poverty,72.0,45.0,63,6380289,East Coweta Middle School,100
2017-18,Coweta County,East Coweta Middle School,Teachers,Total,72.0,45.0,63,6380289,East Coweta Middle School,100
2017-18,Coweta County,Eastside Elementary School,Leaders,Low Poverty,2.0,0.0,0,6340282,Eastside Elementary School,100
2017-18,Coweta County,Eastside Elementary School,Teachers,Low Poverty,38.0,7.0,18,6340282,Eastside Elementary School,100
2017-18,Coweta County,Eastside Elementary School,Teachers,Total,38.0,7.0,18,6340282,Eastside Elementary School,100
2017-18,Coweta County,Elm Street Elementary School,Leaders,Not Applicable,2.0,0.0,0,6383052,Elm Street Elementary School,100
2017-18,Coweta County,Elm Street Elementary School,Teachers,Total,36.0,7.0,19,6383052,Elm Street Elementary School,100
2017-18,Coweta County,Evans Middle School,Leaders,Not Applicable,3.0,0.0,0,6360107,Evans Middle School,100
2017-18,Coweta County,Evans Middle School,Teachers,Total,76.5,41.5,54,6360107,Evans Middle School,100
2017-18,Coweta County,Glanton Elementary,Leaders,Not Applicable,2.0,1.0,50,6380203,Glanton Elementary,100
2017-18,Coweta County,Glanton Elementary,Teachers,Total,32.0,13.0,41,6380203,Glanton Elementary,100
2017-18,Coweta County,Jefferson Parkway Elementary School,Leaders,Not Applicable,2.0,0.0,0,6360398,Parkway Elementary School,100
2017-18,Coweta County,Jefferson Parkway Elementary School,Teachers,Total,43.0,15.0,35,6360398,Parkway Elementary School,100
2017-18,Coweta County,Lee Middle School,Leaders,Low Poverty,3.0,0.0,0,6380106,Lee Middle School,100
2017-18,Coweta County,Lee Middle School,Teachers,Low Poverty,76.0,30.0,39,6380106,Lee Middle School,100
2017-18,Coweta County,Lee Middle School,Teachers,Total,76.0,30.0,39,6380106,Lee Middle School,100
2017-18,Coweta County,Madras Middle School,Leaders,Low Poverty,4.0,1.0,25,6380299,Madras Middle School,100
2017-18,Coweta County,Madras Middle School,Teachers,Low Poverty,90.0,46.0,51,6380299,Madras Middle School,100
2017-18,Coweta County,Madras Middle School,Teachers,Total,90.0,46.0,51,6380299,Madras Middle School,100
2017-18,Coweta County,Moreland Elementary School,Leaders,Not Applicable,2.0,1.0,50,6383054,Moreland Elementary School,100
2017-18,Coweta County,Moreland Elementary School,Teachers,Total,36.0,12.0,33,6383054,Moreland Elementary School,100
2017-18,Coweta County,Newnan Crossing Elementary School,Leaders,Low Poverty,3.5,0.0,0,6380192,Newnan Crossing Elementary School,100
2017-18,Coweta County,Newnan Crossing Elementary School,Teachers,Low Poverty,61.0,15.0,25,6380192,Newnan Crossing Elementary School,100
2017-18,Coweta County,Newnan Crossing Elementary School,Teachers,Total,61.0,15.0,25,6380192,Newnan Crossing Elementary School,100
2017-18,Coweta County,Newnan High School,Leaders,Low Poverty,6.8,2.0,30,6385054,Newnan High School,100
2017-18,Coweta County,Newnan High School,Teachers,Low Poverty,227.0,145.0,64,6385054,Newnan High School,100
2017-18,Coweta County,Newnan High School,Teachers,Total,227.0,145.0,64,6385054,Newnan High School,100
2017-18,Coweta County,Northgate High School,Leaders,Low Poverty,5.8,1.5,26,6380196,Northgate High School,100
2017-18,Coweta County,Northgate High School,Teachers,Low Poverty,174.0,90.0,52,6380196,Northgate High School,100
2017-18,Coweta County,Northgate High School,Teachers,Total,174.0,90.0,52,6380196,Northgate High School,100
2017-18,Coweta County,Northside Elementary School,Leaders,Low Poverty,2.0,1.0,50,6382056,Northside Elementary School,100
2017-18,Coweta County,Northside Elementary School,Teachers,Low Poverty,29.0,8.0,28,6382056,Northside Elementary School,100
2017-18,Coweta County,Northside Elementary School,Teachers,Total,29.0,8.0,28,6382056,Northside Elementary School,100
2017-18,Coweta County,Poplar Road Elementary School,Leaders,Low Poverty,2.0,0.0,0,6380199,Poplar Road Elementary School,100
2017-18,Coweta County,Poplar Road Elementary School,Teachers,Total,41.0,8.0,20,6380199,Poplar Road Elementary School,100
2017-18,Coweta County,Ruth Hill Elementary School,Leaders,Not Applicable,3.0,2.0,67,6381054,Ruth Hill Elementary School,100
2017-18,Coweta County,Ruth Hill Elementary School,Teachers,Total,41.3,18.3,44,6381054,Ruth Hill Elementary School,100
2017-18,Coweta County,Smokey Road Middle School,Leaders,Not Applicable,3.0,0.0,0,6380301,Smokey Road Middle School,100
2017-18,Coweta County,Smokey Road Middle School,Teachers,Total,71.9,42.0,58,6380301,Smokey Road Middle School,100
2017-18,Coweta County,Thomas Crossroads Elementary School,Leaders,Low Poverty,2.0,0.0,0,6380295,Thomas Crossroads Elementary School,100
2017-18,Coweta County,Thomas Crossroads Elementary School,Teachers,Low Poverty,31.0,8.0,26,6380295,Thomas Crossroads Elementary School,100
2017-18,Coweta County,Thomas Crossroads Elementary School,Teachers,Total,31.0,8.0,26,6380295,Thomas Crossroads Elementary School,100
2017-18,Coweta County,Welch Elementary School,Leaders,Not Applicable,3.5,1.0,29,6380201,Welch Elementary School,100
2017-18,Coweta County,Welch Elementary School,Teachers,Total,61.0,22.0,36,6380201,Welch Elementary School,100
2017-18,Coweta County,Western Elementary School,Leaders,Not Applicable,2.0,0.0,0,6385056,Western Elementary School,100
2017-18,Coweta County,Western Elementary School,Teachers,Total,36.0,18.0,50,6385056,Western Elementary School,100
2017-18,Coweta County,White Oak Elementary School,Leaders,Low Poverty,2.0,1.0,50,6380189,White Oak Elementary School,100
2017-18,Coweta County,White Oak Elementary School,Teachers,Low Poverty,46.0,14.0,30,6380189,White Oak Elementary School,100
2017-18,Coweta County,White Oak Elementary School,Teachers,Total,46.0,14.0,30,6380189,White Oak Elementary School,100
2017-18,Coweta County,Willis Road Elementary,Leaders,Low Poverty,2.0,0.0,0,6380103,Willis Road Elementary,100
2017-18,Coweta County,Willis Road Elementary,Teachers,Low Poverty,49.0,11.0,22,6380103,Willis Road Elementary,100
2017-18,Coweta County,Willis Road Elementary,Teachers,Total,49.0,11.0,22,6380103,Willis Road Elementary,100
2017-18,Crawford County,Crawford County Elementary School,Leaders,High Poverty,2.0,0.0,0,6390192,Crawford County Elementary School,100
2017-18,Crawford County,Crawford County Elementary School,Teachers,High Poverty,54.0,14.0,26,6390192,Crawford County Elementary School,100
2017-18,Crawford County,Crawford County Elementary School,Teachers,Total,54.0,14.0,26,6390192,Crawford County Elementary School,100
2017-18,Crawford County,Crawford County High School,Leaders,Not Applicable,2.0,1.0,50,6390193,Crawford County High School,100
2017-18,Crawford County,Crawford County High School,Teachers,High Poverty,35.8,12.5,35,6390193,Crawford County High School,100
2017-18,Crawford County,Crawford County High School,Teachers,Total,35.8,12.5,35,6390193,Crawford County High School,100
2017-18,Crawford County,Crawford County Middle School,Leaders,Not Applicable,2.0,2.0,100,6390202,Crawford County Middle School,100
2017-18,Crawford County,Crawford County Middle School,Teachers,High Poverty,36.1,16.5,46,6390202,Crawford County Middle School,100
2017-18,Crawford County,Crawford County Middle School,Teachers,Total,36.1,16.5,46,6390202,Crawford County Middle School,100
2017-18,Crawford County,Crawford County- All Schools,Leaders,High Poverty,2.0,0.0,0,6390193,Crawford County High School,85
2017-18,Crawford County,Crawford County- All Schools,Leaders,Total,6.0,3.0,50,6390193,Crawford County High School,85
